assertion_id	source_file	source_sha256	physical_line	source_literal	branch_guard	row_node	column_node	contribution_expression	upstream_symbol
COLSTAMP_Iccp_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1400	                *(here->VBICbaseBXtempPtr) +=  Iccp_Vrth;	if (here->VBIC_selfheat) block; Iccp element	VBICbaseBXNode	VBICtempNode	                *(here->VBICbaseBXtempPtr) +=  Iccp_Vrth;	Iccp_Vrth
COLSTAMP_Iccp_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1402	                *(here->VBICsubsSItempPtr) += -Iccp_Vrth;	if (here->VBIC_selfheat) block; Iccp element	VBICsubsSINode	VBICtempNode	                *(here->VBICsubsSItempPtr) += -Iccp_Vrth;	Iccp_Vrth
COLSTAMP_Rs_RHS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1406	                rhs_current = -Irs_Vrth * Vrth;	if (here->VBIC_selfheat) block; Rs element	N/A	N/A	                rhs_current = -Irs_Vrth * Vrth;	Rs_Vrth
COLSTAMP_Rs_A	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1408	                *(here->VBICsubsTempPtr)   +=  Irs_Vrth;	if (here->VBIC_selfheat) block; Rs element	VBICsubsNode	VBICtempNode	                *(here->VBICsubsTempPtr)   +=  Irs_Vrth;	Rs_Vrth
COLSTAMP_Rs_B	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1410	                *(here->VBICsubsSItempPtr) += -Irs_Vrth;	if (here->VBIC_selfheat) block; Rs element	VBICsubsSINode	VBICtempNode	                *(here->VBICsubsSItempPtr) += -Irs_Vrth;	Rs_Vrth
ITH_I_DECL1	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1586	double Ith_Ibc,Ith_Itzf,Ith_Itzr,Ith_Ibex,Ith_Ibep,Ith_Irs,Ith_Ibcp;	model function local declarations	N/A	N/A	double Ith_Ibc,Ith_Itzf,Ith_Itzr,Ith_Ibex,Ith_Ibep,Ith_Irs,Ith_Ibcp;	Ith_I* chain-rule factors
ITH_I_DECL2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	1587	double Ith_Iccp,Ith_Ircx,Ith_Irci,Ith_Irbx,Ith_Irbi,Ith_Ire,Ith_Irbp;	model function local declarations	N/A	N/A	double Ith_Iccp,Ith_Ircx,Ith_Irci,Ith_Irbx,Ith_Irbi,Ith_Ire,Ith_Irbp;	Ith_I* chain-rule factors
ITH_I_RS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3943	    Ith_Irs=-(*Vrs);	model function Ith chain rule	N/A	N/A	Ith_Irs=-(*Vrs);	dVth/dIrs factor
ITH_I_RE	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3957	    Ith_Ire=-(*Vre);	model function Ith chain rule	N/A	N/A	Ith_Ire=-(*Vre);	dVth/dIre factor
ITH_I_RBP	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3959	    Ith_Irbp=-(*Vrbp);	model function Ith chain rule	N/A	N/A	Ith_Irbp=-(*Vrbp);	dVth/dIrbp factor
ITH_VRS_CHAIN	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3976	    *Ith_Vrs=(*Ith_Vrs)+Ith_Irs*(*Irs_Vrs);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrs=(*Ith_Vrs)+Ith_Irs*(*Irs_Vrs);	chain rule
ITH_VRTH_CHAIN	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3977	    *Ith_Vrth=(*Ith_Vrth)+Ith_Irs*(*Irs_Vrth);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrth=(*Ith_Vrth)+Ith_Irs*(*Irs_Vrth);	chain rule into Ith_Vrth
ITH_VRE_CHAIN	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3996	    *Ith_Vre=(*Ith_Vre)+Ith_Ire*(*Ire_Vre);	model function Ith derivative assembly	N/A	N/A	*Ith_Vre=(*Ith_Vre)+Ith_Ire*(*Ire_Vre);	chain rule
ITH_VRTH_CHAIN2	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3997	    *Ith_Vrth=(*Ith_Vrth)+Ith_Ire*(*Ire_Vrth);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrth=(*Ith_Vrth)+Ith_Ire*(*Ire_Vrth);	chain rule into Ith_Vrth
ITH_VRBP_CHAIN	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3998	    *Ith_Vrbp=(*Ith_Vrbp)+Ith_Irbp*(*Irbp_Vrbp);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrbp=(*Ith_Vrbp)+Ith_Irbp*(*Irbp_Vrbp);	chain rule
ITH_VRTH_CHAIN3	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	3999	    *Ith_Vrth=(*Ith_Vrth)+Ith_Irbp*(*Irbp_Vrth);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrth=(*Ith_Vrth)+Ith_Irbp*(*Irbp_Vrth);	chain rule into Ith_Vrth
ITH_VBEP_CHAIN	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	4000	    *Ith_Vbep=(*Ith_Vbep)+Ith_Irbp*(*Irbp_Vbep);	model function Ith derivative assembly	N/A	N/A	*Ith_Vbep=(*Ith_Vbep)+Ith_Irbp*(*Irbp_Vbep);	chain rule
ITH_VBCI_CHAIN	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	4001	    *Ith_Vbci=(*Ith_Vbci)+Ith_Irbp*(*Irbp_Vbci);	model function Ith derivative assembly	N/A	N/A	*Ith_Vbci=(*Ith_Vbci)+Ith_Irbp*(*Irbp_Vbci);	chain rule
SEARCH_TEMPNODE_vbicload	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	N/A	VBICtempNode occurrences: 4	mechanical token count	N/A	N/A	VBICtempNode occurrences: 4	token scan
SEARCH_TEMPNODE_vbicdefs	vbicdefs.h	0185f8162e02de0cf9c332bbc827d6e43af9a1c494e8e86642b2d7d8ec57ef9b	N/A	VBICtempNode occurrences: 1	mechanical token count	N/A	N/A	VBICtempNode occurrences: 1	token scan
SEARCH_TEMPNODE_vbicsetup	vbicsetup.c	f711c83cb3811d4a0fad08a2d16fbe79416886330417b4c26b3c4f46a5483d79	N/A	VBICtempNode occurrences: 25	mechanical token count	N/A	N/A	VBICtempNode occurrences: 25	token scan
SEARCH_TEMPNODE_vbicbindCSC	vbicbindCSC.c	207ef662c2c26fbd5e8236810c10dd8f8c68b2f22b42999f1d2ec3bfefc89810	N/A	VBICtempNode occurrences: 75	mechanical token count	N/A	N/A	VBICtempNode occurrences: 75	token scan
SEARCH_TEMPNODE_vbicinit	vbicinit.c	0c535654516c210e2cfd28ec1623544f974d21dd599ed9709a31d7fbfbf670a8	N/A	VBICtempNode occurrences: 0	mechanical token count	N/A	N/A	VBICtempNode occurrences: 0	token scan
SEARCH_STAMP_TEMPROW	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	N/A	VBICtemp*Ptr stamp statements (temp-row): 33	mechanical token count	N/A	N/A	VBICtemp*Ptr stamp statements (temp-row): 33	temp-row stamp scan
SEARCH_STAMP_TEMPCOL	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	N/A	*[tT]empPtr stamp statements (temp-column): 29 (incl. VBICxf1TempPtr at line 1470)	mechanical token count	N/A	N/A	*[tT]empPtr stamp statements (temp-column): 29 (incl. VBICxf1TempPtr at line 1470)	temp-column stamp scan
SEARCH_THERMAL_SYMBOLS	vbicload.c	752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5	N/A	Irth=16 | Irth_Vrth=9 | Ith=317 | Ith_Vrth=37 | Ith_Vbei=20 | Ith_Vbci=24 | Ith_Vcei=10 | Ith_Vbex=12 | Ith_Vbep=16 | Ith_Vrs=12 | Ith_Vbcp=14 | Ith_Vcep=10 | Ith_Vrcx=12 | Ith_Vrci=12 | Ith_Vbcx=10 | Ith_Vrbx=12 | Ith_Vrbi=12 | Ith_Vre=12 | Ith_Vrbp=12 | Qcth=16 | Qcth_Vrth=9 | Icth=17 | Icth_Vrth=9 | VBICqcth=6 | VBICcqcth=4 | VBICicth_Vrth=1 | VBICcapcth=2	mechanical token count	N/A	N/A	Irth=16 | Irth_Vrth=9 | Ith=317 | Ith_Vrth=37 | Ith_Vbei=20 | Ith_Vbci=24 | Ith_Vcei=10 | Ith_Vbex=12 | Ith_Vbep=16 | Ith_Vrs=12 | Ith_Vbcp=14 | Ith_Vcep=10 | Ith_Vrcx=12 | Ith_Vrci=12 | Ith_Vbcx=10 | Ith_Vrbx=12 | Ith_Vrbi=12 | Ith_Vre=12 | Ith_Vrbp=12 | Qcth=16 | Qcth_Vrth=9 | Icth=17 | Icth_Vrth=9 | VBICqcth=6 | VBICcqcth=4 | VBICicth_Vrth=1 | VBICcapcth=2	thermal symbol scan
SEARCH_THERMAL_DEFS	vbicdefs.h	0185f8162e02de0cf9c332bbc827d6e43af9a1c494e8e86642b2d7d8ec57ef9b	N/A	VBICqcth=1 | VBICcqcth=1 | VBICicth_Vrth=1 | VBICcapcth=1 | VBICvrth=1 | VBICtempNode=1	mechanical token count	N/A	N/A	VBICqcth=1 | VBICcqcth=1 | VBICicth_Vrth=1 | VBICcapcth=1 | VBICvrth=1 | VBICtempNode=1	thermal state macro scan
