assertion_id	source_file	source_sha256	physical_line	source_literal	branch_guard	row_node	column_node	contribution_expression	upstream_symbol	provenance_class
COLSTAMP_Rbi_RHS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1407	                rhs_current = -Irbi_Vrth*Vrth;	if (here->VBIC_selfheat) block; Rbi element	N/A	N/A	                rhs_current = -Irbi_Vrth*Vrth;	Rbi_Vrth	official_base_unchanged
COLSTAMP_Rbi_A	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1409	                *(here->VBICbaseBXtempPtr) +=  Irbi_Vrth;	if (here->VBIC_selfheat) block; Rbi element	VBICbaseBXNode	VBICtempNode	*(here->VBICbaseBXtempPtr) += ;	Rbi_Vrth	official_base_unchanged
COLSTAMP_Rbi_B	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1411	                *(here->VBICbaseBItempPtr) += -Irbi_Vrth;	if (here->VBIC_selfheat) block; Rbi element	VBICbaseBINode	VBICtempNode	*(here->VBICbaseBItempPtr) += -;	Rbi_Vrth	official_base_unchanged
COLSTAMP_Re_RHS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1415	                rhs_current = -Ire_Vrth * Vrth;	if (here->VBIC_selfheat) block; Re element	N/A	N/A	                rhs_current = -Ire_Vrth * Vrth;	Re_Vrth	official_base_unchanged
COLSTAMP_Re_A	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1417	                *(here->VBICemitTempPtr)   +=  Ire_Vrth;	if (here->VBIC_selfheat) block; Re element	VBICemitNode	VBICtempNode	*(here->VBICemitTempPtr) += ;	Re_Vrth	official_base_unchanged
COLSTAMP_Re_B	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1419	                *(here->VBICemitEItempPtr) += -Ire_Vrth;	if (here->VBIC_selfheat) block; Re element	VBICemitEINode	VBICtempNode	*(here->VBICemitEItempPtr) += -;	Re_Vrth	official_base_unchanged
COLSTAMP_Irbp_RHS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1423	                rhs_current = -Irbp_Vrth*Vrth;	if (here->VBIC_selfheat) block; Irbp element	N/A	N/A	                rhs_current = -Irbp_Vrth*Vrth;	Irbp_Vrth	official_base_unchanged
COLSTAMP_Irbp_A	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1425	                *(here->VBICbaseBPtempPtr) +=  Irbp_Vrth;	if (here->VBIC_selfheat) block; Irbp element	VBICbaseBPNode	VBICtempNode	*(here->VBICbaseBPtempPtr) += ;	Irbp_Vrth	official_base_unchanged
COLSTAMP_Irbp_B	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1427	                *(here->VBICcollCXtempPtr) += -Irbp_Vrth;	if (here->VBIC_selfheat) block; Irbp element	VBICcollCXNode	VBICtempNode	*(here->VBICcollCXtempPtr) += -;	Irbp_Vrth	official_base_unchanged
COLSTAMP_Ibcp_RHS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1431	                rhs_current = -Ibcp_Vrth*Vrth;	if (here->VBIC_selfheat) block; Ibcp element	N/A	N/A	                rhs_current = -Ibcp_Vrth*Vrth;	Ibcp_Vrth	official_base_unchanged
COLSTAMP_Ibcp_A	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1433	                *(here->VBICsubsSItempPtr) +=  Ibcp_Vrth;	if (here->VBIC_selfheat) block; Ibcp element	VBICsubsSINode	VBICtempNode	*(here->VBICsubsSItempPtr) += +;	Ibcp_Vrth	official_base_unchanged
COLSTAMP_Ibcp_B	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1435	                *(here->VBICbaseBPtempPtr) += -Ibcp_Vrth;	if (here->VBIC_selfheat) block; Ibcp element	VBICbaseBPNode	VBICtempNode	*(here->VBICbaseBPtempPtr) += -;	Ibcp_Vrth	official_base_unchanged
COLSTAMP_Iccp_RHS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1439	                rhs_current = -Iccp_Vrth*Vrth;	if (here->VBIC_selfheat) block; Iccp element	N/A	N/A	                rhs_current = -Iccp_Vrth*Vrth;	Iccp_Vrth	official_base_unchanged
COLSTAMP_Iccp_A	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1441	                *(here->VBICbaseBXtempPtr) +=  Iccp_Vrth;	if (here->VBIC_selfheat) block; Iccp element	VBICbaseBXNode	VBICtempNode	*(here->VBICbaseBXtempPtr) += ;	Iccp_Vrth	official_base_unchanged
COLSTAMP_Iccp_B	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1443	                *(here->VBICsubsSItempPtr) += -Iccp_Vrth;	if (here->VBIC_selfheat) block; Iccp element	VBICsubsSINode	VBICtempNode	*(here->VBICsubsSItempPtr) += -;	Iccp_Vrth	official_base_unchanged
COLSTAMP_Rs_RHS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1447	                rhs_current = -Irs_Vrth * Vrth;	if (here->VBIC_selfheat) block; Rs element	N/A	N/A	                rhs_current = -Irs_Vrth * Vrth;	Rs_Vrth	official_base_unchanged
COLSTAMP_Rs_A	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1449	                *(here->VBICsubsTempPtr)   +=  Irs_Vrth;	if (here->VBIC_selfheat) block; Rs element	VBICsubsNode	VBICtempNode	*(here->VBICsubsTempPtr) += ;	Rs_Vrth	official_base_unchanged
COLSTAMP_Rs_B	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1451	                *(here->VBICsubsSItempPtr) += -Irs_Vrth;	if (here->VBIC_selfheat) block; Rs element	VBICsubsSINode	VBICtempNode	*(here->VBICsubsSItempPtr) += -;	Rs_Vrth	official_base_unchanged
ITH_I_DECL1	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1627	double Ith_Ibc,Ith_Itzf,Ith_Itzr,Ith_Ibex,Ith_Ibep,Ith_Irs,Ith_Ibcp;	model function local declarations	N/A	N/A	double Ith_Ibc,Ith_Itzf,Ith_Itzr,Ith_Ibex,Ith_Ibep,Ith_Irs,Ith_Ibcp;	Ith_I* chain-rule factors	official_base_unchanged
ITH_I_DECL2	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	1628	double Ith_Iccp,Ith_Ircx,Ith_Irci,Ith_Irbx,Ith_Irbi,Ith_Ire,Ith_Irbp;	model function local declarations	N/A	N/A	double Ith_Iccp,Ith_Ircx,Ith_Irci,Ith_Irbx,Ith_Irbi,Ith_Ire,Ith_Irbp;	Ith_I* chain-rule factors	official_base_unchanged
ITH_I_RS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	3984	    Ith_Irs=-(*Vrs);	model function Ith chain rule	N/A	N/A	Ith_Irs=-(*Vrs);	dVth/dIrs factor	official_base_unchanged
ITH_I_RE	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	3998	    Ith_Ire=-(*Vre);	model function Ith chain rule	N/A	N/A	Ith_Ire=-(*Vre);	dVth/dIre factor	official_base_unchanged
ITH_I_RBP	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4000	    Ith_Irbp=-(*Vrbp);	model function Ith chain rule	N/A	N/A	Ith_Irbp=-(*Vrbp);	dVth/dIrbp factor	official_base_unchanged
ITH_VRS_CHAIN	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4017	    *Ith_Vrs=(*Ith_Vrs)+Ith_Irs*(*Irs_Vrs);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrs=(*Ith_Vrs)+Ith_Irs*(*Irs_Vrs);	chain rule	official_base_unchanged
ITH_VRTH_CHAIN	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4018	    *Ith_Vrth=(*Ith_Vrth)+Ith_Irs*(*Irs_Vrth);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrth=(*Ith_Vrth)+Ith_Irs*(*Irs_Vrth);	chain rule into Ith_Vrth	official_base_unchanged
ITH_VRE_CHAIN	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4037	    *Ith_Vre=(*Ith_Vre)+Ith_Ire*(*Ire_Vre);	model function Ith derivative assembly	N/A	N/A	*Ith_Vre=(*Ith_Vre)+Ith_Ire*(*Ire_Vre);	chain rule	official_base_unchanged
ITH_VRTH_CHAIN2	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4038	    *Ith_Vrth=(*Ith_Vrth)+Ith_Ire*(*Ire_Vrth);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrth=(*Ith_Vrth)+Ith_Ire*(*Ire_Vrth);	chain rule into Ith_Vrth	official_base_unchanged
ITH_VRBP_CHAIN	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4039	    *Ith_Vrbp=(*Ith_Vrbp)+Ith_Irbp*(*Irbp_Vrbp);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrbp=(*Ith_Vrbp)+Ith_Irbp*(*Irbp_Vrbp);	chain rule	official_base_unchanged
ITH_VRTH_CHAIN3	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4040	    *Ith_Vrth=(*Ith_Vrth)+Ith_Irbp*(*Irbp_Vrth);	model function Ith derivative assembly	N/A	N/A	*Ith_Vrth=(*Ith_Vrth)+Ith_Irbp*(*Irbp_Vrth);	chain rule into Ith_Vrth	official_base_unchanged
ITH_VBEP_CHAIN	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4041	    *Ith_Vbep=(*Ith_Vbep)+Ith_Irbp*(*Irbp_Vbep);	model function Ith derivative assembly	N/A	N/A	*Ith_Vbep=(*Ith_Vbep)+Ith_Irbp*(*Irbp_Vbep);	chain rule	official_base_unchanged
ITH_VBCI_CHAIN	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	4042	    *Ith_Vbci=(*Ith_Vbci)+Ith_Irbp*(*Irbp_Vbci);	model function Ith derivative assembly	N/A	N/A	*Ith_Vbci=(*Ith_Vbci)+Ith_Irbp*(*Irbp_Vbci);	chain rule	official_base_unchanged
ORIGIN8_GUARD	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	503	                if (here->VBIC_selfheat) {	general load path (patched braced block)	N/A	N/A	if (here->VBIC_selfheat) {	here->VBIC_selfheat flag	diagnostic_addition_trace_subset
ORIGIN8_READ	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	504	                    Vrth = *(ckt->CKTrhsOld + here->VBICtempNode);	inside braced selfheat block (503-507)	VBICtempNode	N/A	Vrth = *(ckt->CKTrhsOld + here->VBICtempNode);	*(ckt->CKTrhsOld + here->VBICtempNode) - the actual runtime read that produced Origin 8	origin_boundary
ORIGIN8_TAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	505	                    vrth_origin = 8;    /* VRTH_ASSIGN_TEMPNODE_LOAD (line 484) */	inside braced selfheat block (503-507)	N/A	N/A	vrth_origin = 8;    /* VRTH_ASSIGN_TEMPNODE_LOAD (line 484) */	origin tag value 8	diagnostic_addition_trace_subset
ORIGIN8_SCALAR	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	506	                    vrth_origin_scalar = *(ckt->CKTrhsOld + here->VBICtempNode);	inside braced selfheat block (503-507)	VBICtempNode	N/A	vrth_origin_scalar = *(ckt->CKTrhsOld + here->VBICtempNode);	same CKTrhsOld read captured into origin scalar	diagnostic_addition_trace_subset
ORIGIN8_GUARD_CLOSE	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	507	                }	closes braced selfheat block	N/A	N/A	}	block close	diagnostic_addition_trace_subset
MARKER_COMMENT	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	693	                    /* [VBIC_VRTH_ORIGIN_DIAGNOSTIC] first-occurrence origin print for XQS_COMP_S */	selfheat limiter block (patched)	N/A	N/A	/* [VBIC_VRTH_ORIGIN_DIAGNOSTIC] first-occurrence origin print for XQS_COMP_S */	diagnostic comment	diagnostic_addition_trace_subset
MARKER_ONCE_FLAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	694	                    static bool vrth_origin_printed = FALSE;	selfheat limiter block	N/A	N/A	static bool vrth_origin_printed = FALSE;	first-occurrence once-only flag	diagnostic_addition_trace_subset
MARKER_NAMES	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	695	                    static const char *vrth_origin_names[] = {	selfheat limiter block	N/A	N/A	static const char *vrth_origin_names[] = {	origin name table	diagnostic_addition_trace_subset
MARKER_NAMES_ENTRY8	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	698	                        "predictor_line_293", "tempnode_pred_line_447", "tempnode_load_line_484"	origin name table	N/A	N/A	"predictor_line_293", "tempnode_pred_line_447", "tempnode_load_line_484"	origin 8 name = tempnode_load_line_484	diagnostic_addition_trace_subset
MARKER_COND_1	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	700	                    if (!vrth_origin_printed &&	first-occurrence guard condition	N/A	N/A	if (!vrth_origin_printed &&	once-only +	diagnostic_addition_trace_subset
MARKER_COND_2	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	701	                        (here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) &&	first-occurrence guard condition	N/A	N/A	(here->VBICname && strcmp(here->VBICname, "q.xdiv2.xqs_comp_s.qnpn13g2") == 0) &&	instance restriction to XQS_COMP_S +	diagnostic_addition_trace_subset
MARKER_COND_3	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	702	                        (isnan(Vrth) || isnan(*(ckt->CKTstate0 + here->VBICvrth)))) {	first-occurrence guard condition	N/A	N/A	(isnan(Vrth) || isnan(*(ckt->CKTstate0 + here->VBICvrth)))) {	NaN condition	diagnostic_addition_trace_subset
MARKER_PRINT	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	703	                        fprintf(stderr, "\n[VBIC_VRTH_ORIGIN_DIAGNOSTIC] Instance: %s | Origin: %d (%s) | OriginScalar: %a (isnan=%d) | Vrth(current): %a (isnan=%d) | Vrth(stored): %a (isnan=%d)\n\n",	guarded body (700-710)	N/A	N/A	fprintf(stderr, "\n[VBIC_VRTH_ORIGIN_DIAGNOSTIC] Instance: %s | Origin: %d (%s) | OriginScalar: %a (isnan=%d) | Vrth(current): %a (isnan=%d) | Vrth(stored): %a (isnan=%d)\n\n",	emitted marker literal	diagnostic_addition_trace_subset
MARKER_ARGS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	704	                                here->VBICname, vrth_origin,	guarded body	N/A	N/A	here->VBICname, vrth_origin,	instance + origin tag	diagnostic_addition_trace_subset
MARKER_NAMELOOKUP	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	705	                                (vrth_origin >= 0 && vrth_origin <= 8) ? vrth_origin_names[vrth_origin] : "unknown",	guarded body	N/A	N/A	(vrth_origin >= 0 && vrth_origin <= 8) ? vrth_origin_names[vrth_origin] : "unknown",	origin name lookup	diagnostic_addition_trace_subset
MARKER_SCALAR_ARG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	706	                                vrth_origin_scalar, isnan(vrth_origin_scalar) ? 1 : 0,	guarded body	N/A	N/A	vrth_origin_scalar, isnan(vrth_origin_scalar) ? 1 : 0,	origin scalar + isnan flag	diagnostic_addition_trace_subset
MARKER_CURRENT_ARG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	707	                                Vrth, isnan(Vrth) ? 1 : 0,	guarded body	N/A	N/A	Vrth, isnan(Vrth) ? 1 : 0,	current Vrth + isnan flag	diagnostic_addition_trace_subset
MARKER_STORED_ARG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	708	                                *(ckt->CKTstate0 + here->VBICvrth), isnan(*(ckt->CKTstate0 + here->VBICvrth)) ? 1 : 0);	guarded body	N/A	N/A	*(ckt->CKTstate0 + here->VBICvrth), isnan(*(ckt->CKTstate0 + here->VBICvrth)) ? 1 : 0);	stored VBICvrth + isnan flag	diagnostic_addition_trace_subset
MARKER_FLAG_SET	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	709	                        vrth_origin_printed = TRUE;	guarded body	N/A	N/A	vrth_origin_printed = TRUE;	once-only flag set	diagnostic_addition_trace_subset
MARKER_GUARD_CLOSE	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	710	                    }	closes inner guarded block	N/A	N/A	}	inner block close	diagnostic_addition_trace_subset
MARKER_DEVLIMITLOG_1	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	711	                    Vrth = DEVlimitlog(Vrth,	selfheat limiter block (unchanged official call)	N/A	N/A	Vrth = DEVlimitlog(Vrth,	limiter call (unchanged)	official_base_unchanged
MARKER_DEVLIMITLOG_2	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	712	                        *(ckt->CKTstate0 + here->VBICvrth),100,&ichk6);	selfheat limiter block (unchanged official call)	N/A	N/A	*(ckt->CKTstate0 + here->VBICvrth),100,&ichk6);	limiter call (unchanged)	official_base_unchanged
ORIGIN_DECL	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	69	    int vrth_origin = 0;            /* origin 0 = declaration initializer (line 50) */	function local declarations (patched)	N/A	N/A	int vrth_origin = 0;            /* origin 0 = declaration initializer (line 50) */	origin 0 = declaration path	diagnostic_addition_trace_subset
ORIGIN_SCALAR_DECL	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	70	    double vrth_origin_scalar = 0.0; /* exact source scalar used by the last Vrth assignment */	function local declarations (patched)	N/A	N/A	double vrth_origin_scalar = 0.0; /* exact source scalar used by the last Vrth assignment */	origin scalar capture	diagnostic_addition_trace_subset
ORIGIN1_TAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	207	                    vrth_origin = 1;    /* VRTH_ASSIGN_SMSIG (line 203) */	braced selfheat block 205-209 (patched)	N/A	N/A	vrth_origin = 1;    /* VRTH_ASSIGN_SMSIG (line 203) */	origin 1 = SMSIG	diagnostic_addition_trace_subset
ORIGIN2_TAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	242	                    vrth_origin = 2;    /* VRTH_ASSIGN_INITTRAN (line 235) */	braced selfheat block 240-244 (patched)	N/A	N/A	vrth_origin = 2;    /* VRTH_ASSIGN_INITTRAN (line 235) */	origin 2 = INITTRAN	diagnostic_addition_trace_subset
ORIGIN3_TAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	258	                vrth_origin = 3;        /* VRTH_ASSIGN_UIC_ZERO (line 248) */	MODEINITJCT&&MODETRANOP&&MODEUIC else-if block (patched)	N/A	N/A	vrth_origin = 3;        /* VRTH_ASSIGN_UIC_ZERO (line 248) */	origin 3 = UIC_ZERO	diagnostic_addition_trace_subset
ORIGIN4_TAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	269	                vrth_origin = 4;        /* VRTH_ASSIGN_JCTON_ZERO (line 257) */	MODEINITJCT&&VBICoff==0 else-if block (patched)	N/A	N/A	vrth_origin = 4;        /* VRTH_ASSIGN_JCTON_ZERO (line 257) */	origin 4 = JCTON_ZERO	diagnostic_addition_trace_subset
ORIGIN5_TAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	282	                vrth_origin = 5;        /* VRTH_ASSIGN_JCTOFF_ZERO (line 268) */	MODEINITJCT||(MODEINITFIX&&VBICoff!=0) else-if block (patched)	N/A	N/A	vrth_origin = 5;        /* VRTH_ASSIGN_JCTOFF_ZERO (line 268) */	origin 5 = JCTOFF_ZERO	diagnostic_addition_trace_subset
ORIGIN6_TAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	310	                        vrth_origin = 6;    /* VRTH_ASSIGN_PREDICTOR (lines 293-294) */	braced selfheat block 307-314 (patched)	N/A	N/A	vrth_origin = 6;    /* VRTH_ASSIGN_PREDICTOR (lines 293-294) */	origin 6 = PREDICTOR	diagnostic_addition_trace_subset
ORIGIN7_TAG	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	465	                        vrth_origin = 7;    /* VRTH_ASSIGN_TEMPNODE_PRED (line 447) */	braced selfheat block 463-467 (patched)	N/A	N/A	vrth_origin = 7;    /* VRTH_ASSIGN_TEMPNODE_PRED (line 447) */	origin 7 = TEMPNODE_PRED	diagnostic_addition_trace_subset
BRIDGE_OFFICIAL_BASE	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	official base vbicload.c SHA-256 752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5 (177252 B, 4118 lines)	official source identity	N/A	N/A	official base vbicload.c SHA-256 752518c6b2c943e901ed4f20199aa80e66b04820de9db7ecae774e20a0d746f5 (177252 B, 4118 lines)	official base	bridge_row
BRIDGE_PATCH	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	NGSPICE46-VBIC-VRTH-ORIGIN-DIAGNOSTIC-V2.patch SHA-256 ae2c5e77827a8e1a9ed742a79e3915391318af1870014b343cbc6e4ef64932e0 (7007 B, 45 additions, 4 deletions)	patch identity	N/A	N/A	NGSPICE46-VBIC-VRTH-ORIGIN-DIAGNOSTIC-V2.patch SHA-256 ae2c5e77827a8e1a9ed742a79e3915391318af1870014b343cbc6e4ef64932e0 (7007 B, 45 additions, 4 deletions)	diagnostic patch	bridge_row
BRIDGE_PATCHED	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	patched vbicload.c SHA-256 b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf (180328 B, 4159 lines)	patched source identity	N/A	N/A	patched vbicload.c SHA-256 b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf (180328 B, 4159 lines)	patched source	bridge_row
BRIDGE_RECONSTRUCTION	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	fresh extract of official tarball a0d1699a + patch -p0 ae2c5e77 -> applied file SHA-256 b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf (byte-for-byte)	mechanical reconstruction	N/A	N/A	fresh extract of official tarball a0d1699a + patch -p0 ae2c5e77 -> applied file SHA-256 b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf (byte-for-byte)	reconstruction	bridge_row
BRIDGE_UNCHANGED_LITERALS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	all 181 V1 numeric-line literals byte-identical between official base and patched source (verified via SequenceMatcher line map); vbicload.c trace rows in this TSV are bound to patched line numbers	literal classification	N/A	N/A	all 181 V1 numeric-line literals byte-identical between official base and patched source (verified via SequenceMatcher line map); vbicload.c trace rows in this TSV are bound to patched line numbers	unchanged literals	bridge_row
BRIDGE_DIAGNOSTIC_ADDITIONS	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	exact patch inventory: 45 additions / 4 deletions (git apply --numstat ae2c5e77); breakdown 3 declaration/comment + 8 structural bracing (4 opening guards replacing 4 deleted unbraced guards + 4 closing braces) + 16 origin tag/scalar + 18 marker-block = 45; the 28 diagnostic_addition_trace_subset rows are a SELECTED TRACE SUBSET, not the complete patch inventory - see PATCH_ADD_*/PATCH_DEL_* rows	bridge correction	N/A	N/A	45 additions / 4 deletions; 3+8+16+18 breakdown	patch ae2c5e77	bridge_row
SEARCH_TEMPNODE_vbicload	vbicload.c	b3abd28a43ee30204673eb1ea6f6fd5de0b049e2e03de168b25b94a2f86e2dcf	N/A	VBICtempNode occurrences: 6	mechanical token count	N/A	N/A	VBICtempNode occurrences: 6	token scan (vbicload.c rows bound to patched identity)	search_reconciliation
SEARCH_TEMPNODE_vbicdefs	vbicdefs.h	0185f8162e02de0cf9c332bbc827d6e43af9a1c494e8e86642b2d7d8ec57ef9b	N/A	VBICtempNode occurrences: 1	mechanical token count	N/A	N/A	VBICtempNode occurrences: 1	token scan (vbicload.c rows bound to patched identity)	search_reconciliation
SEARCH_TEMPNODE_vbicsetup	vbicsetup.c	f711c83cb3811d4a0fad08a2d16fbe79416886330417b4c26b3c4f46a5483d79	N/A	VBICtempNode occurrences: 25	mechanical token count	N/A	N/A	VBICtempNode occurrences: 25	token scan (vbicload.c rows bound to patched identity)	search_reconciliation
SEARCH_TEMPNODE_vbicbindCSC	vbicbindCSC.c	207ef662c2c26fbd5e8236810c10dd8f8c68b2f22b42999f1d2ec3bfefc89810	N/A	VBICtempNode occurrences: 75	mechanical token count	N/A	N/A	VBICtempNode occurrences: 75	token scan (vbicload.c rows bound to patched identity)	search_reconciliation
