assertion_id	file	hunk	record_class	base_line	mod_line	literal_or_digest	disposition
PATCH_ID	<patch>	-	summary			NGSPICE46-VBIC-MNA-SNAPSHOT-PROBE-V3.patch sha256=d833221f0d133ea75ea5e70861eb42c32a409f6c1aa01465cf78dc93aa2e4afa bytes=17098 newlines=320; unified diff over three files	verified
TOTALS_src_include_ngspice_smpdefs.h	src/include/ngspice/smpdefs.h	-	summary			base sha256=13e94b623930c952ac05a0d8100121107c99a37e5fc096cf63e9bc9f9e8e9196 verified vs target; modified sha256=61acdc96443b583cf8915bf3e3528284fbeb9c4b48fb694787f1a7959b45b369 bytes=4091; per-record totals: header=2 hunk=1 context=6 add=10 remove=0	verified
RECON_src_include_ngspice_smpdefs.h	src/include/ngspice/smpdefs.h	-	summary			patch --dry-run rc=0; patch -p1 on fresh base copy reconstructs byte-for-byte: applied sha256=61acdc96443b583cf8915bf3e3528284fbeb9c4b48fb694787f1a7959b45b369 == intended PASS	verified
TOTALS_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	-	summary			base sha256=4d1f9a39d33712948a8b25c461e060eadb80d3437a02f6011d0036617c0a0b20 verified vs target; modified sha256=d9a40052c6c29c6ecf7c2ee34a946512d3221908787b2e15095fad69ea9f297d bytes=81919; per-record totals: header=2 hunk=1 context=3 add=206 remove=0	verified
RECON_src_maths_KLU_klusmp.c	src/maths/KLU/klusmp.c	-	summary			patch --dry-run rc=0; patch -p1 on fresh base copy reconstructs byte-for-byte: applied sha256=d9a40052c6c29c6ecf7c2ee34a946512d3221908787b2e15095fad69ea9f297d == intended PASS	verified
TOTALS_src_maths_ni_niiter.c	src/maths/ni/niiter.c	-	summary			base sha256=687e2f85776c7c1a064a980e333502aefd8162c4dd3a360412845a7a923e9625 verified vs target; modified sha256=fa26677f5436801e0e725cf9500b80a03b3c2faf7a8fa0cbe32c518f1d7a811e bytes=21785; per-record totals: header=2 hunk=3 context=18 add=66 remove=0	verified
RECON_src_maths_ni_niiter.c	src/maths/ni/niiter.c	-	summary			patch --dry-run rc=0; patch -p1 on fresh base copy reconstructs byte-for-byte: applied sha256=fa26677f5436801e0e725cf9500b80a03b3c2faf7a8fa0cbe32c518f1d7a811e == intended PASS	verified
AUTHORITY_FILES	<sources>	-	summary			CKTmaxEqNum bound source files (sha256): src/spicelib/devices/cktinit.c=3c2c29c679499c95; src/spicelib/analysis/cktnewn.c=3ebab2aec1403def; src/spicelib/analysis/span.c=14204a41032fe194; src/spicelib/analysis/cktdump.c=8e704cd4b0965b14; src/spicelib/analysis/cktnames.c=61d3fd8ec2f104ae	verified
DESIGN_BOUND	niiter.c + klusmp.c	-	summary			size = (int) ckt->CKTmaxEqNum - 1 derived as local vtp_snap_max_eq at every SMPsnapshotMNA call (prefactor, postsolve, abort); helper emits indices 1..size inclusive, validates external row/col against the same bound, vector_expected = size; size <= 0 fails closed (MNA_SNAP_ARG) satisfying the >= 1 guard; memory-safety: RHS has CKTmaxEqNum elements so RHS[1..CKTmaxEqNum-1] is in bounds	accepted
DESIGN_TWO_PASS	klusmp.c	-	summary			sparse prefactor is two-pass: pass 1 counts EVERY stored element over safely traversable FirstInCol/NextInCol chains (entries_expected = exact full count), internal-range check precedes any map indexing, range guards recorded without invalid map access; any guard => no entry/vector payload, MNA_SNAP_RANGE return, status=incomplete; only a clean pass 1 runs pass 2 (emit) and may return complete	accepted
DESIGN_PRESERVED	klusmp.c + niiter.c	-	summary			preserved from V2: event key (tnode 100, iterno 3, time 0, mode 0x420), return codes, backend mismatch guard, exact strcmp phase checks, KLU prefactor UNSUPPORTED fail-closed, same-iteration postsolve re-check, ABORT on keyed-iteration abandonment, %a values, finite=0/1 fields, separate entries_expected/observed and vector_expected/observed counts, postsolve armed only after successful sparse prefactor	accepted
DESIGN_WRITE	klusmp.c + niiter.c	-	summary			stderr-only, %a, synchronous, once-only; no matrix/RHS/state writes; no element creation (no SMPfindElt/spcCreateElement); no arithmetic recomputation; SMPsolve/CKTload/reorder/factor calls and control flow unchanged (0 removed lines across all hunks)	accepted
STATUS_COMPILE_RUN	<none>	-	summary			compile/run UNRUN: the patch was not applied to any retained build tree; nothing was configured, compiled, linked, invoked, or simulated; no gate claim made	unrun
